se_name	cell_specific_gain	number_ce_gain	number_cancer_gain	gain_ce	number_ce_loss	number_cancer_loss	loss_ce
chr8_30464345_30565789	yes	2	3	chr8_30507669_30510959:Breast_adenocarcinoma,Colon_adenocarcinoma,Colon_carcinoma|chr8_30524385_30529280:Anaplastic_large_cell_lymphoma__ALK_positive,Glioblastoma,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr8_30645241_30658824	yes	1	3	chr8_30644442_30645789:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Glioblastoma,Prostate_carcinoma	1	1	chr8_30652918_30659085:Childhood_T_acute_lymphoblastic_leukemia
chr8_30703251_30746239	yes	2	4	chr8_30715039_30717134:Breast_adenocarcinoma|chr8_30734715_30738914:Breast_adenocarcinoma,Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma,Prostate_carcinoma	1	2	chr8_30727857_30734247:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia
chr8_3100098_3110469	yes	2	2	chr8_3100895_3105477:Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma|chr8_3105935_3110905:Adult_T_acute_lymphoblastic_leukemia,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr8_31810045_31834257	yes	1	1	chr8_31810045_31811604:Prostate_carcinoma	0	0	none
chr8_32206724_32348903	no	0	0	none	0	0	none
chr8_32539492_32599703	no	0	0	none	0	0	none
chr8_32685805_32734161	yes	3	1	chr8_32687733_32689582:Clear_cell_renal_cell_carcinoma,Glioblastoma|chr8_32719658_32722685:Gliosarcoma,Lung_adenocarcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma|chr8_32722804_32725105:Lung_adenocarcinoma	0	0	none
chr8_32917766_32926387	yes	2	1	chr8_32921610_32922674:Cutaneous_melanoma,Glioblastoma|chr8_32922760_32923373:Glioblastoma	0	0	none
chr8_33097483_33106714	yes	1	2	chr8_33098631_33100014:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr8_33470745_33486845	yes	1	0	chr8_33474152_33475826:	1	1	chr8_33470594_33474137:Lung_non_small_cell_carcinoma
chr8_33884055_33896861	yes	2	3	chr8_33884055_33887911:|chr8_33894215_33896918:Astrocytoma,Colon_carcinoma,Cutaneous_melanoma	0	0	none
chr8_34013635_34028441	yes	1	1	chr8_34022796_34029935:Ovarian_endometrioid_adenocarcinoma	0	0	none
chr8_35606554_35649814	yes	9	2	chr8_35606554_35608285:Prostate_carcinoma|chr8_35612814_35615620:Cutaneous_melanoma,Melanoma|chr8_35621555_35627331:Lung_large_cell_carcinoma,Prostate_carcinoma|chr8_35628221_35630008:Prostate_carcinoma|chr8_35630169_35631198:Prostate_carcinoma|chr8_35634358_35636822:Prostate_carcinoma|chr8_35637049_35638348:Prostate_carcinoma|chr8_35646820_35648144:Colon_carcinoma,Prostate_carcinoma|chr8_35648275_35649814:Colon_carcinoma,Prostate_carcinoma	0	0	none
chr8_36636393_36668006	yes	4	2	chr8_36636299_36639833:Cutaneous_melanoma,Melanoma|chr8_36641566_36644752:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr8_36663624_36667039:Cutaneous_melanoma,Melanoma|chr8_36667242_36668201:Cutaneous_melanoma,Melanoma	0	0	none
chr8_36875940_36960254	yes	4	1	chr8_36904237_36908451:Anaplastic_large_cell_lymphoma__ALK_positive,Astrocytoma,Cutaneous_melanoma,Pleural_epithelioid_mesothelioma|chr8_36913908_36916563:Pleural_epithelioid_mesothelioma|chr8_36917434_36922749:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_36958600_36960254:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_37059012_37113352	yes	5	3	chr8_37060233_37062236:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type|chr8_37062492_37065100:|chr8_37071374_37076254:Breast_adenocarcinoma,Cutaneous_melanoma,Minimally_invasive_lung_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr8_37078371_37080866:Cutaneous_melanoma,Gliosarcoma,Melanoma,Ovarian_serous_cystadenocarcinoma|chr8_37099336_37101214:Astrocytoma,Clear_cell_renal_cell_carcinoma,Gliosarcoma	0	0	none
chr8_37136567_37185498	yes	1	0	chr8_37182966_37185500:	0	0	none
chr8_37514048_37568221	yes	3	4	chr8_37532008_37534182:Breast_adenocarcinoma,Clear_cell_renal_cell_carcinoma,Lung_non_small_cell_carcinoma,Renal_cell_carcinoma|chr8_37550801_37555508:Clear_cell_renal_cell_carcinoma,Colon_adenocarcinoma,Colon_carcinoma,Cutaneous_melanoma|chr8_37561184_37563351:Colon_carcinoma,Cutaneous_melanoma,Lung_non_small_cell_carcinoma,Melanoma	0	0	none
chr8_37588855_37662107	yes	2	3	chr8_37622863_37626941:Colon_adenocarcinoma,Colon_carcinoma,Cutaneous_melanoma,Melanoma|chr8_37628146_37633284:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_37689695_37737905	yes	4	1	chr8_37702311_37703610:|chr8_37714556_37716927:Astrocytoma|chr8_37719895_37722704:Ovarian_serous_cystadenocarcinoma|chr8_37725052_37729446:Astrocytoma	0	0	none
chr8_37780147_37803112	yes	1	1	chr8_37798323_37799096:Gliosarcoma	0	0	none
chr8_37820382_37932807	yes	1	4	chr8_37923934_37926871:Astrocytoma,Invasive_breast_carcinoma_of_no_special_type,Lung_large_cell_carcinoma,Prostate_carcinoma	0	0	none
chr8_38029528_38043293	yes	1	2	chr8_38040353_38044038:Colon_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma	1	1	chr8_38029484_38035545:Anaplastic_large_cell_lymphoma__ALK_positive
chr8_38053082_38109107	yes	2	4	chr8_38063343_38065172:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type|chr8_38088721_38093913:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Breast_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_38128213_38243966	yes	2	2	chr8_38133394_38135852:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Lung_non_small_cell_carcinoma,Plasma_cell_myeloma|chr8_38149170_38154445:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr8_38347475_38416958	yes	1	3	chr8_38360971_38364705:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_38516752_38542313	yes	3	3	chr8_38520944_38523045:Ovarian_endometrioid_adenocarcinoma|chr8_38536197_38537879:Ovarian_endometrioid_adenocarcinoma|chr8_38539216_38541803:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr8_38720959_38742730	yes	2	4	chr8_38720673_38721529:Cutaneous_melanoma,Gliosarcoma|chr8_38741236_38743098:Breast_adenocarcinoma,Cutaneous_melanoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr8_38757388_38794940	yes	1	2	chr8_38777208_38780306:Invasive_breast_carcinoma_of_no_special_type,Ovarian_serous_cystadenocarcinoma	2	1	chr8_38786369_38787104:Breast_adenocarcinoma,Plasma_cell_myeloma|chr8_38787186_38795106:Plasma_cell_myeloma
chr8_38823703_38874175	no	0	0	none	0	0	none
chr8_38890663_38946525	no	0	0	none	2	3	chr8_38897741_38904718:Colon_carcinoma|chr8_38932054_38943288:Adult_T_acute_lymphoblastic_leukemia,Lung_adenocarcinoma,Prostate_carcinoma
chr8_38995357_39052977	no	0	0	none	2	4	chr8_38996796_39006313:Childhood_T_acute_lymphoblastic_leukemia|chr8_39031294_39043271:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_39886536_39955063	yes	4	4	chr8_39902160_39905046:Ovarian_serous_cystadenocarcinoma|chr8_39909043_39910714:Cutaneous_melanoma,Ovarian_serous_cystadenocarcinoma,Prostate_carcinoma|chr8_39923091_39925956:Cutaneous_melanoma,Glioblastoma|chr8_39953577_39955063:Astrocytoma,Cutaneous_melanoma,Glioblastoma,Gliosarcoma	0	0	none
chr8_40033558_40125003	no	0	0	none	0	0	none
chr8_40148426_40228920	no	0	0	none	0	0	none
chr8_40336694_40417088	yes	4	3	chr8_40354512_40357495:Breast_adenocarcinoma,Glioblastoma,Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type|chr8_40358381_40364743:|chr8_40387983_40392613:Ovarian_serous_cystadenocarcinoma|chr8_40403641_40408268:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type,Pleural_epithelioid_mesothelioma	0	0	none
chr8_40702019_40903121	yes	8	1	chr8_40715798_40721023:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Plasma_cell_myeloma|chr8_40721625_40729396:Plasma_cell_myeloma|chr8_40757561_40762312:Glioblastoma,Lung_adenocarcinoma,Lung_large_cell_carcinoma,Plasma_cell_myeloma|chr8_40774899_40781400:Gliosarcoma,Plasma_cell_myeloma|chr8_40846832_40857480:Plasma_cell_myeloma|chr8_40857804_40861996:Plasma_cell_myeloma|chr8_40870582_40878991:Plasma_cell_myeloma|chr8_40894281_40897810:Plasma_cell_myeloma	0	0	none
chr8_41070687_41101988	yes	1	2	chr8_41083286_41084274:Glioblastoma,Gliosarcoma	0	0	none
chr8_41150480_41162383	yes	1	3	chr8_41161119_41162391:Breast_adenocarcinoma,Cutaneous_melanoma,Gliosarcoma	0	0	none
chr8_41577472_41612876	yes	1	4	chr8_41585797_41589347:Amelanotic_melanoma,Breast_adenocarcinoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_41685222_41836738	yes	1	4	chr8_41746260_41748673:Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma	2	1	chr8_41786470_41800769:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_41826798_41829824:Minimally_invasive_lung_adenocarcinoma
chr8_42139552_42172429	yes	2	4	chr8_42146306_42149280:|chr8_42164487_42168469:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	1	1	chr8_42151944_42158076:Childhood_T_acute_lymphoblastic_leukemia
chr8_42171983_42224290	yes	4	3	chr8_42176274_42178607:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_42182314_42184272:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive|chr8_42188309_42190276:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_42220909_42224685:Papillary_renal_cell_carcinoma,Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_42250400_42305977	no	0	0	none	0	0	none
chr8_42448000_42557665	yes	1	2	chr8_42475685_42478727:Colon_adenocarcinoma,Colon_carcinoma	0	0	none
chr8_42620590_42673926	yes	5	3	chr8_42620590_42622218:Lung_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr8_42637863_42640225:Breast_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr8_42641170_42643859:Breast_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr8_42644700_42646646:Adult_T_acute_lymphoblastic_leukemia,Ovarian_endometrioid_adenocarcinoma|chr8_42647037_42662329:Breast_adenocarcinoma,Glioblastoma,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr8_42887621_42917651	yes	2	2	chr8_42908846_42910957:Invasive_breast_carcinoma_of_no_special_type,Minimally_invasive_lung_adenocarcinoma|chr8_42913323_42914981:Colon_adenocarcinoma,Lung_non_small_cell_carcinoma	0	0	none
chr8_47322640_47387665	yes	2	3	chr8_47338644_47339955:Pleural_epithelioid_mesothelioma|chr8_47340571_47342950:Gliosarcoma,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_47428063_47445824	yes	4	2	chr8_47434922_47436261:Gliosarcoma,Ovarian_serous_cystadenocarcinoma|chr8_47437916_47439963:Glioblastoma,Gliosarcoma|chr8_47442339_47443057:Glioblastoma,Gliosarcoma,Ovarian_serous_cystadenocarcinoma,Pleural_epithelioid_mesothelioma|chr8_47443144_47444003:Gliosarcoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_47497201_47540673	yes	2	3	chr8_47497201_47499518:Cutaneous_melanoma,Glioblastoma,Melanoma|chr8_47519879_47521541:Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr8_47594069_47620372	yes	1	4	chr8_47617698_47621112:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma,Renal_cell_carcinoma	0	0	none
chr8_47730330_47739067	no	0	0	none	1	3	chr8_47733424_47738121:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_47943227_47981033	yes	4	1	chr8_47943105_47947064:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_47950559_47953799:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_47966842_47971086:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_47973060_47974818:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_47993522_48009488	yes	1	3	chr8_47996834_48000775:Colon_carcinoma,Lung_non_small_cell_carcinoma,Melanoma	0	0	none
chr8_48007580_48033445	yes	2	1	chr8_48021438_48022529:Minimally_invasive_lung_adenocarcinoma|chr8_48022797_48023813:Minimally_invasive_lung_adenocarcinoma	0	0	none
chr8_48139889_48157444	yes	2	0	chr8_48140222_48142550:Clear_cell_renal_cell_carcinoma,Lung_non_small_cell_carcinoma|chr8_48152903_48153126:	0	0	none
chr8_48240256_48324351	yes	7	2	chr8_48252703_48256586:Cutaneous_melanoma,Plasma_cell_myeloma|chr8_48256764_48265790:Plasma_cell_myeloma|chr8_48269191_48275482:Cutaneous_melanoma,Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma|chr8_48280154_48286003:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Lung_non_small_cell_carcinoma|chr8_48286177_48290771:Glioblastoma,Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma|chr8_48291971_48293770:Cutaneous_melanoma,Melanoma,Plasma_cell_myeloma|chr8_48293962_48298883:Glioblastoma,Plasma_cell_myeloma	0	0	none
chr8_48364846_48382540	yes	3	4	chr8_48363910_48365766:Clear_cell_renal_cell_carcinoma|chr8_48372966_48374696:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma|chr8_48375232_48378120:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Melanoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_48396483_48440690	yes	1	3	chr8_48396483_48400778:Anaplastic_large_cell_lymphoma__ALK_positive,Lung_non_small_cell_carcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr8_48492812_48564388	yes	3	4	chr8_48503419_48505307:Clear_cell_renal_cell_carcinoma,Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma,Papillary_renal_cell_carcinoma|chr8_48516584_48518521:Cutaneous_melanoma,Melanoma|chr8_48549519_48551823:Anaplastic_large_cell_lymphoma__ALK_positive,Astrocytoma,Glioblastoma,Gliosarcoma	1	2	chr8_48513146_48516377:Adult_acute_myeloid_leukemia,Plasma_cell_myeloma
chr8_48569796_48594327	yes	3	2	chr8_48570177_48571860:Anaplastic_large_cell_lymphoma__ALK_positive,Glioblastoma|chr8_48573393_48575021:Glioblastoma|chr8_48582607_48584224:Glioblastoma,Gliosarcoma	0	0	none
chr8_48619469_48651294	yes	1	3	chr8_48650002_48654840:Adult_acute_myeloid_leukemia,Gliosarcoma,Prostate_carcinoma	0	0	none
chr8_48736196_48765878	yes	2	1	chr8_48736840_48740511:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma,Prostate_carcinoma|chr8_48748241_48749245:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_48846736_48936341	yes	4	3	chr8_48847310_48852038:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr8_48862243_48864351:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr8_48875256_48878972:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr8_48932417_48935995:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_50052944_50059283	no	0	0	none	0	0	none
chr8_51385055_51423027	yes	1	0	chr8_51422575_51424456:	0	0	none
chr8_52149428_52189387	yes	6	2	chr8_52149260_52151798:Childhood_T_acute_lymphoblastic_leukemia,Gliosarcoma|chr8_52157739_52158866:Childhood_T_acute_lymphoblastic_leukemia|chr8_52169225_52169930:Childhood_T_acute_lymphoblastic_leukemia,Lung_large_cell_carcinoma|chr8_52173242_52174119:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_52174931_52177058:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr8_52177224_52178709:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr8_52711742_52715751	no	0	0	none	0	0	none
chr8_52736831_52802636	yes	3	1	chr8_52736831_52738574:Clear_cell_renal_cell_carcinoma,Glioblastoma,Lung_non_small_cell_carcinoma|chr8_52781783_52784650:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia|chr8_52794857_52798081:Lung_non_small_cell_carcinoma	0	0	none
chr8_52823281_52844649	yes	3	3	chr8_52831301_52832500:|chr8_52832705_52833657:|chr8_52840897_52841524:Clear_cell_renal_cell_carcinoma,Glioblastoma,Lung_non_small_cell_carcinoma	0	0	none
chr8_53512020_53525246	no	0	0	none	0	0	none
chr8_53725033_53736036	no	0	0	none	0	0	none
chr8_53832865_53891652	yes	3	2	chr8_53862459_53865977:Cutaneous_melanoma,Melanoma|chr8_53867069_53869728:Lung_non_small_cell_carcinoma|chr8_53869998_53877255:Cutaneous_melanoma,Melanoma	0	0	none
chr8_53937875_53954736	yes	1	2	chr8_53937875_53941493:Colon_carcinoma,Lung_non_small_cell_carcinoma	1	3	chr8_53941663_53947070:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr8_53997001_54045931	no	0	0	none	0	0	none
chr8_54086851_54107349	yes	1	1	chr8_54086851_54093606:Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr8_54133880_54173009	no	0	0	none	0	0	none
chr8_54208473_54226886	yes	2	4	chr8_54216170_54217698:Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr8_54217726_54227055:Clear_cell_renal_cell_carcinoma,High_grade_ovarian_serous_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr8_54445696_54478144	yes	5	2	chr8_54447583_54449574:Ovarian_endometrioid_adenocarcinoma|chr8_54451661_54459240:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr8_54459273_54462103:Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr8_54462284_54471108:High_grade_ovarian_serous_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma,Papillary_renal_cell_carcinoma|chr8_54476298_54478189:Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr8_54616394_54634268	no	0	0	none	0	0	none
chr8_54870781_54898044	no	0	0	none	0	0	none
chr8_55843378_55886105	yes	3	4	chr8_55859114_55860456:|chr8_55870923_55871995:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_55883974_55886847:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr8_55879346_55948448	yes	2	2	chr8_55883974_55886847:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr8_55924585_55928156:Colon_carcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr8_55937933_56007805	no	0	0	none	0	0	none
chr8_56504935_56522684	yes	1	1	chr8_56507285_56518395:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_56555026_56583005	yes	4	2	chr8_56555026_56561595:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Invasive_breast_carcinoma_of_no_special_type|chr8_56561588_56562070:|chr8_56564082_56567155:Invasive_breast_carcinoma_of_no_special_type|chr8_56579442_56583005:Glioblastoma,Invasive_breast_carcinoma_of_no_special_type	0	0	none
chr8_56716442_56723284	no	0	0	none	0	0	none
chr8_57505954_57537609	yes	3	0	chr8_57505837_57506976:|chr8_57516067_57522068:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Renal_cell_carcinoma|chr8_57526523_57528216:	0	0	none
chr8_57553564_57592009	yes	1	1	chr8_57553564_57556687:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_57970798_57998386	yes	5	3	chr8_57972146_57973020:Pleural_epithelioid_mesothelioma|chr8_57973501_57975659:Pleural_epithelioid_mesothelioma|chr8_57975791_57977353:Cutaneous_melanoma,Melanoma|chr8_57985991_57988822:Gliosarcoma,Invasive_breast_carcinoma_of_no_special_type,Pleural_epithelioid_mesothelioma|chr8_57995051_57996810:Anaplastic_large_cell_lymphoma__ALK_positive,Pleural_epithelioid_mesothelioma,Prostate_carcinoma	0	0	none
chr8_58128241_58163309	yes	3	4	chr8_58129838_58131795:Clear_cell_renal_cell_carcinoma,Invasive_breast_carcinoma_of_no_special_type,Lung_large_cell_carcinoma,Pleural_epithelioid_mesothelioma|chr8_58145295_58147188:Adult_acute_myeloid_leukemia,Clear_cell_renal_cell_carcinoma,Gliosarcoma,Papillary_renal_cell_carcinoma|chr8_58149927_58156957:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Gliosarcoma	0	0	none
chr8_58232094_58244114	yes	2	1	chr8_58233537_58236974:Invasive_breast_carcinoma_of_no_special_type|chr8_58237594_58240282:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_58291021_58340607	yes	5	1	chr8_58291021_58293272:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_58293543_58296432:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_58307770_58312389:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_58320576_58323204:Anaplastic_large_cell_lymphoma__ALK_positive|chr8_58333929_58340607:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr8_58529463_58554358	yes	4	0	chr8_58528979_58530856:Cutaneous_melanoma,Glioblastoma,Melanoma,Pleural_epithelioid_mesothelioma|chr8_58540556_58542400:Cutaneous_melanoma,Melanoma|chr8_58544610_58547507:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr8_58548238_58548601:	0	0	none
chr8_58552603_58673249	yes	2	3	chr8_58628598_58631243:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma|chr8_58631651_58634605:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr8_58742178_58769884	yes	2	2	chr8_58742003_58743371:Lung_non_small_cell_carcinoma,Renal_cell_carcinoma|chr8_58766918_58769884:Clear_cell_renal_cell_carcinoma,Renal_cell_carcinoma	0	0	none
