se_name	cell_specific_gain	number_ce_gain	number_cell_gain	gain_ce	number_ce_loss	number_cell_loss	loss_ce
chr7_44664959_44681022	yes	1	5	chr7_44663977_44667054:HS_578T,NCI-H226,OVCAR-4,SF-539,SNB-75	0	0	none
chr7_44726180_44756369	yes	1	11	chr7_44741147_44745894:M14,MALME-3M,MDA-MB-435,NCI-H23,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SNB-75,UACC-257,UACC-62	1	12	chr7_44731967_44738911:CCRF-CEM,HL-60,IGROV1,K-562,MALME-3M,MCF7,MOLT-4,NCI-H522,OVCAR-3,RPMI-8226,SK-MEL-5,T-47D
chr7_44795592_44805077	yes	1	7	chr7_44802271_44802838:CAKI-1,HOP-92,MDA-MB-231,NCI_ADR-RES,NCI-H226,SF-539,SR	0	0	none
chr7_44846228_44888110	yes	2	11	chr7_44856378_44857789:A549,EKVX,HOP-92,LOX_IMVI,MCF7,MOLT-4,NCI-H23,RPMI-8226,SK-MEL-2,SN12C,SR,T-47D|chr7_44866319_44868794:A498,ACHN,CAKI-1,CCRF-CEM,DU-145,HCT-15,LOX_IMVI,NCI-H226,RPMI-8226,SN12C,SR	1	3	chr7_44845101_44848112:HS_578T,MDA-MB-231,SK-OV-3
chr7_44959689_45002290	no	0	0	none	2	1	chr7_44975884_44988384:SK-MEL-2|chr7_44989306_45000123:MDA-MB-231
chr7_45105511_45113357	yes	1	7	chr7_45105511_45107483:M14,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr7_45390008_45417122	yes	1	8	chr7_45390008_45391777:M14,MALME-3M,RXF_393,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257	0	0	none
chr7_45430234_45460993	yes	1	6	chr7_45449780_45460682:CAKI-1,HOP-92,LOX_IMVI,MDA-MB-435,RPMI-8226,SF-295	0	0	none
chr7_45554018_45584819	yes	5	5	chr7_45554962_45555793:MDA-MB-435,SK-MEL-2,SK-MEL-5|chr7_45557975_45561149:MDA-MB-435,SK-MEL-2,SK-MEL-28|chr7_45573654_45574300:MALME-3M,RPMI-8226,SK-MEL-2,SK-MEL-5|chr7_45574728_45578497:MALME-3M,RPMI-8226,SK-MEL-2,SK-MEL-5,UACC-257|chr7_45582647_45585101:M14,MALME-3M,SK-MEL-2,SK-MEL-5,UACC-257	0	0	none
chr7_45687287_45738614	yes	3	1	chr7_45696509_45699673:SR|chr7_45717833_45720143:SR|chr7_45734287_45738614:SR	0	0	none
chr7_45757530_45779554	no	0	0	none	0	0	none
chr7_4583268_4645735	yes	3	5	chr7_4590288_4592468:HT29,IGROV1,KM12,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257|chr7_4598299_4600972:IGROV1,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257|chr7_4615725_4616391:SF-539,SK-MEL-2,SK-MEL-5,SNB-75,UACC-257	1	1	chr7_4640798_4643391:CCRF-CEM
chr7_45872830_45898895	yes	1	3	chr7_45889049_45889875:MDA-MB-231,SF-268,SN12C	0	0	none
chr7_45918406_45927568	yes	1	6	chr7_45927237_45928561:A498,CAKI-1,MALME-3M,RXF_393,SN12C,SR	0	0	none
chr7_45970040_46035780	yes	4	10	chr7_45998088_46000910:RPMI-8226,SR|chr7_46013395_46017277:RPMI-8226|chr7_46022247_46031782:EKVX,HS_578T,IGROV1,MALME-3M,NCI-H226,RPMI-8226,SF-268,SN12C|chr7_46031938_46036012:A498,EKVX,HS_578T,IGROV1,MDA-MB-468,NCI-H226,NCI-H322M,RPMI-8226,SF-268,SNB-75	1	8	chr7_45969854_45982081:CCRF-CEM,HL-60,K-562,MCF7,MOLT-4,NCI-H23,NCI-H522,OVCAR-8
chr7_46126203_46179815	yes	2	5	chr7_46172914_46176700:OVCAR-3,OVCAR-4,RXF_393|chr7_46177448_46179815:OVCAR-4,RXF_393,SF-539,SNB-19,X786-0	0	0	none
chr7_46203368_46230078	no	0	0	none	0	0	none
chr7_46484025_46493511	yes	1	10	chr7_46491376_46495209:BT-549,EKVX,HS_578T,HT29,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-5,SF-295,SNB-75	0	0	none
chr7_46511081_46591852	yes	1	4	chr7_46532162_46536923:A549,NCI-H460,OVCAR-5,UACC-62	0	0	none
chr7_4662058_4669019	no	0	0	none	0	0	none
chr7_46648425_46662476	yes	1	7	chr7_46657403_46662889:RXF_393,SF-539,SK-OV-3,SR,TK-10,UO-31,X786-0	0	0	none
chr7_46693744_46698874	yes	2	1	chr7_46693744_46694890:NCI-H322M,OVCAR-5|chr7_46698314_46698874:OVCAR-5	0	0	none
chr7_46741511_46793419	yes	2	11	chr7_46772284_46773766:MALME-3M,SK-MEL-2,SK-MEL-5,UACC-257,UACC-62|chr7_46790329_46793419:HOP-92,M14,MALME-3M,MDA-MB-435,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62,X786-0	0	0	none
chr7_46897379_46910954	no	0	0	none	0	0	none
chr7_46928921_46934844	no	0	0	none	0	0	none
chr7_46967507_46973469	no	0	0	none	0	0	none
chr7_47031969_47050156	yes	4	1	chr7_47034231_47037551:IGROV1,OVCAR-3|chr7_47037528_47041458:IGROV1,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4,SK-OV-3,SNB-19,SNB-75,U251|chr7_47046022_47047882:MDA-MB-468,OVCAR-3|chr7_47047966_47050156:OVCAR-3	0	0	none
chr7_4704892_4708250	yes	1	7	chr7_4704452_4708384:NCI_ADR-RES,NCI-H522,OVCAR-8,SN12C,SNB-19,U251,UO-31	0	0	none
chr7_4711454_4753984	yes	2	5	chr7_4711454_4714419:A549,COLO_205,HL-60,HOP-92,K-562,KM12,MDA-MB-468,SF-539,SR|chr7_4714402_4715547:COLO_205,HL-60,M14,MDA-MB-468,NCI-H460	0	0	none
chr7_47252227_47266822	no	0	0	none	0	0	none
chr7_47288257_47358928	yes	2	7	chr7_47297972_47307021:M14,MALME-3M,MDA-MB-435,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,SR,UACC-257,UACC-62|chr7_47334777_47338472:SF-295,SF-539,SK-MEL-2,SK-MEL-28,SNB-75,SR,UACC-62	0	0	none
chr7_47356395_47692146	no	0	0	none	1	12	chr7_47567254_47586012:CCRF-CEM,COLO_205,K-562,LOX_IMVI,M14,MDA-MB-231,MDA-MB-435,MOLT-4,NCI_ADR-RES,OVCAR-8,SK-MEL-5,SR
chr7_4774668_4776497	no	0	0	none	1	1	chr7_4774343_4777259:MDA-MB-231
chr7_47750608_47819967	no	0	0	none	1	7	chr7_47774349_47800773:CCRF-CEM,HCC-2998,HL-60,K-562,MCF7,MOLT-4,RPMI-8226
chr7_47878934_47915705	yes	2	8	chr7_47886108_47889079:M14,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr7_47914181_47915705:HS_578T,M14,MALME-3M,RXF_393,SK-MEL-2,SK-MEL-28,UACC-257,UACC-62	0	0	none
chr7_47934711_47954646	yes	1	8	chr7_47949382_47954708:HOP-92,HS_578T,MDA-MB-468,NCI-H322M,SF-539,SNB-19,SR,T-47D	0	0	none
chr7_47969433_47993146	yes	2	8	chr7_47969141_47972017:HCC-2998,HCT-15,HT29,MDA-MB-435,MDA-MB-468,NCI-H522,OVCAR-5,SK-MEL-28,SK-MEL-5,T-47D,UACC-257|chr7_47981412_47983822:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	1	2	chr7_47978086_47980251:NCI_ADR-RES,OVCAR-5
chr7_48072761_48099479	yes	1	4	chr7_48096513_48098270:CAKI-1,LOX_IMVI,SR,UO-31	1	1	chr7_48081763_48096433:MCF7
chr7_48161747_48193514	yes	6	1	chr7_48170452_48172549:NCI-H322M,SF-539,SNB-19,SR|chr7_48172822_48174414:HS_578T,NCI-H322M,PC-3,SR|chr7_48177533_48178981:SF-539,SR|chr7_48187999_48190445:A498,NCI-H322M,NCI-H460,RXF_393,SF-295,SF-539,SNB-19,SR,UACC-257|chr7_48191121_48192129:SR|chr7_48192579_48193514:SR	0	0	none
chr7_48243512_48281004	yes	3	7	chr7_48258078_48261430:M14,MALME-3M,MDA-MB-435,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SR,U251,UACC-257,UACC-62|chr7_48273174_48275469:HOP-62,HOP-92,HS_578T,NCI-H226,PC-3,RXF_393,SF-539,SNB-75|chr7_48279321_48281296:HOP-92,HS_578T,PC-3,SF-539,SK-MEL-28,SNB-75,SR	0	0	none
chr7_4830357_4850111	yes	2	2	chr7_4830357_4834382:MCF7,MDA-MB-468,NCI-H23,NCI-H322M,T-47D|chr7_4835084_4837161:MCF7,T-47D	0	0	none
chr7_48355067_48393631	yes	3	5	chr7_48357594_48361564:SR|chr7_48361982_48362583:SR|chr7_48362748_48368561:HOP-62,HOP-92,PC-3,SF-539,SR	0	0	none
chr7_48602971_48619131	yes	3	1	chr7_48602971_48605564:SR|chr7_48608537_48613751:SR|chr7_48615118_48615850:SR	0	0	none
chr7_50142508_50167716	yes	4	2	chr7_50142487_50143595:CCRF-CEM,MOLT-4|chr7_50146671_50150073:CCRF-CEM,MOLT-4,SW-620|chr7_50155758_50157280:CCRF-CEM,HL-60,MOLT-4|chr7_50166733_50167889:CCRF-CEM,MOLT-4	0	0	none
chr7_50260302_50286658	yes	2	3	chr7_50260812_50270102:CCRF-CEM,COLO_205,HL-60,MOLT-4,RPMI-8226,RXF_393,SR,SW-620,X786-0|chr7_50281001_50284631:CCRF-CEM,HL-60,RPMI-8226	0	0	none
chr7_50300653_50374412	yes	3	7	chr7_50304543_50317107:CCRF-CEM,HL-60,K-562,MOLT-4,RPMI-8226,SR|chr7_50329913_50354128:CCRF-CEM,COLO_205,HL-60,K-562,MOLT-4,SR,SW-620|chr7_50354341_50369587:CCRF-CEM,COLO_205,HL-60,K-562,MOLT-4,SR,SW-620	0	0	none
chr7_5040816_5050821	no	0	0	none	1	1	chr7_5041155_5050335:MDA-MB-231
chr7_50435693_50451164	no	0	0	none	1	1	chr7_50445183_50451752:SF-295
chr7_50528532_50536902	no	0	0	none	1	12	chr7_50528532_50536917:CCRF-CEM,HL-60,M14,MALME-3M,MCF7,MDA-MB-435,MOLT-4,NCI-H522,RPMI-8226,SK-MEL-28,SK-MEL-5,UACC-257
chr7_50729584_50774918	yes	4	2	chr7_50729536_50732532:HS_578T,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,UACC-257|chr7_50732655_50735084:A498,A549,EKVX,NCI-H226,OVCAR-3,OVCAR-4,PC-3,RXF_393,SK-OV-3,UO-31,X786-0|chr7_50765088_50768313:IGROV1,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257|chr7_50769142_50773040:SK-MEL-2,T-47D	0	0	none
chr7_50782768_50883039	yes	1	12	chr7_50849467_50854070:CAKI-1,COLO_205,M14,MALME-3M,PC-3,RXF_393,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62,X786-0	0	0	none
chr7_51008561_51047447	yes	4	5	chr7_51015246_51017573:SK-MEL-2,SK-MEL-28,UACC-257|chr7_51018227_51020751:HOP-92,HS_578T,M14,RXF_393,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SNB-19,TK-10,X786-0|chr7_51029314_51030943:HOP-62,HOP-92,HS_578T,NCI-H226,PC-3,RXF_393,SF-295,SK-MEL-28,T-47D,TK-10,UO-31|chr7_51033684_51034529:HOP-62,HOP-92,HS_578T,NCI-H226,SF-539	0	0	none
chr7_51252352_51297210	yes	4	6	chr7_51254405_51257290:ACHN,HOP-92,M14,MALME-3M,OVCAR-5,RPMI-8226,SK-MEL-2,SK-MEL-28,SW-620,UACC-62|chr7_51259418_51273649:COLO_205,EKVX,HCC-2998,HCT-15,HT29,KM12,MCF7,NCI-H322M,OVCAR-4,OVCAR-5,RPMI-8226,T-47D|chr7_51275628_51281963:HCT-15,HT29,RPMI-8226|chr7_51284330_51294274:COLO_205,OVCAR-5,RPMI-8226,SK-MEL-28,SW-620,UACC-62	0	0	none
chr7_51339608_51351604	yes	1	6	chr7_51343255_51346950:HCC-2998,NCI-H226,NCI-H460,OVCAR-4,OVCAR-8,SW-620	0	0	none
chr7_52496964_52509092	yes	5	3	chr7_52498248_52499147:CCRF-CEM|chr7_52499518_52502922:CCRF-CEM,MOLT-4|chr7_52502889_52503229:CCRF-CEM|chr7_52505173_52506042:CCRF-CEM|chr7_52507010_52509092:CCRF-CEM,MOLT-4,RPMI-8226	0	0	none
chr7_52539412_52548043	yes	2	4	chr7_52539389_52543110:COLO_205,HCC-2998,HCT-15,OVCAR-5|chr7_52546355_52548043:COLO_205,HCC-2998,OVCAR-5,RPMI-8226	0	0	none
chr7_52695308_52733969	yes	3	2	chr7_52701971_52704513:RPMI-8226|chr7_52704780_52715489:CCRF-CEM,RPMI-8226|chr7_52719470_52721644:RPMI-8226,T-47D	0	0	none
chr7_5384920_5442941	yes	1	1	chr7_5437366_5439320:NCI-H322M	3	3	chr7_5395169_5398562:ACHN,HS_578T,KM12,RXF_393,SF-268,TK-10,UO-31|chr7_5416274_5423917:NCI_ADR-RES,OVCAR-8|chr7_5424026_5431160:CCRF-CEM,NCI_ADR-RES,OVCAR-8
chr7_54815816_54842712	yes	2	4	chr7_54815816_54819278:HT29,OVCAR-5|chr7_54837020_54839789:EKVX,MDA-MB-468,OVCAR-5,PC-3	0	0	none
chr7_54932819_54997236	yes	3	1	chr7_54945904_54948833:EKVX,HCT-15,MDA-MB-468,NCI-H322M,OVCAR-4,OVCAR-5,T-47D|chr7_54978051_54979441:MDA-MB-468|chr7_54979775_54981676:MDA-MB-468	0	0	none
chr7_55014241_55160474	yes	2	9	chr7_55023858_55028557:EKVX,HS_578T,MDA-MB-468,NCI-H226,NCI-H322M,OVCAR-5,RXF_393,SN12C,T-47D|chr7_55118509_55123029:EKVX,HCC-2998,HCT-15,HT29,KM12,MDA-MB-468,NCI-H226,OVCAR-4,OVCAR-5	1	10	chr7_55048141_55088761:CCRF-CEM,HL-60,K-562,MALME-3M,MCF7,MOLT-4,NCI-H522,RPMI-8226,SK-MEL-2,T-47D
chr7_5508504_5610994	yes	1	5	chr7_5573268_5576469:HL-60,K-562,NCI-H23,NCI-H460,NCI-H522	3	7	chr7_5508451_5515727:MDA-MB-231|chr7_5552376_5558994:CCRF-CEM,MDA-MB-468|chr7_5561443_5565508:CCRF-CEM,HL-60,MDA-MB-231,MOLT-4,OVCAR-8,RPMI-8226,SF-539
chr7_55183621_55195313	yes	1	8	chr7_55191164_55194256:A498,HS_578T,PC-3,RXF_393,SF-295,SNB-19,U251,X786-0	0	0	none
chr7_55244197_55256216	no	0	0	none	0	0	none
chr7_55364845_55367957	no	0	0	none	0	0	none
chr7_55502999_55576846	yes	1	11	chr7_55505749_55513122:CAKI-1,HOP-92,HS_578T,LOX_IMVI,NCI-H226,RPMI-8226,RXF_393,SF-539,SNB-19,SR,UO-31	1	9	chr7_55543819_55572409:CCRF-CEM,HCT-116,MALME-3M,MCF7,MDA-MB-435,MOLT-4,SK-MEL-2,SNB-75,UACC-257
chr7_55686866_55734707	yes	1	9	chr7_55712386_55717251:COLO_205,HCC-2998,HCT-15,KM12,OVCAR-3,OVCAR-5,PC-3,SNB-19,SW-620	0	0	none
chr7_55769971_55777004	yes	1	1	chr7_55769971_55772013:SW-620	0	0	none
chr7_56000183_56131579	yes	4	1	chr7_56076221_56077930:MCF7,MDA-MB-468,SK-MEL-2,SK-MEL-28,SNB-19,T-47D,U251,UACC-257,UACC-62|chr7_56090909_56092964:MDA-MB-468,SF-539,SNB-75|chr7_56109885_56114178:MOLT-4,RPMI-8226|chr7_56124396_56129493:RPMI-8226	0	0	none
chr7_56175508_56200712	yes	6	3	chr7_56175431_56176319:EKVX,MDA-MB-468,T-47D|chr7_56181316_56182149:T-47D|chr7_56182524_56184288:OVCAR-5|chr7_56187409_56189676:HS_578T,SF-268,T-47D|chr7_56194429_56198831:EKVX,HCC-2998,HS_578T,MCF7,MDA-MB-468,NCI-H226,NCI-H322M,OVCAR-5,SF-268,SK-MEL-28,SN12C,T-47D|chr7_56198928_56199737:HS_578T,SF-268,SN12C	0	0	none
chr7_5630308_5643471	yes	4	12	chr7_5629095_5630821:ACHN,CAKI-1,HOP-92,NCI_ADR-RES,NCI-H226,RXF_393,SF-295,SR,UACC-62|chr7_5630766_5631564:HOP-92,NCI-H226,SR|chr7_5638336_5640590:ACHN,EKVX,NCI_ADR-RES,NCI-H226|chr7_5642181_5643533:COLO_205,EKVX,HOP-62,IGROV1,KM12,MDA-MB-468,NCI-H226,NCI-H23,NCI-H322M,PC-3,SK-MEL-2,UACC-62	0	0	none
chr7_5679875_5713635	yes	1	11	chr7_5702426_5704642:A498,CAKI-1,HOP-92,IGROV1,MDA-MB-231,NCI_ADR-RES,NCI-H226,NCI-H522,RXF_393,TK-10,UO-31	0	0	none
chr7_56871313_56943526	yes	3	2	chr7_56879879_56882169:MOLT-4|chr7_56884191_56896136:MOLT-4,RPMI-8226|chr7_56908241_56916390:CCRF-CEM,MOLT-4	0	0	none
chr7_5755168_5787095	no	0	0	none	1	10	chr7_5780066_5782365:CCRF-CEM,COLO_205,MALME-3M,MDA-MB-231,MDA-MB-468,MOLT-4,NCI-H322M,RPMI-8226,UACC-257,UACC-62
chr7_583730_621045	yes	2	6	chr7_583719_586682:CCRF-CEM,K-562,MOLT-4,SR|chr7_590587_593753:CCRF-CEM,K-562,MALME-3M,MOLT-4,SNB-75,U251	0	0	none
chr7_5994263_6026583	yes	1	7	chr7_6025996_6027441:A498,CAKI-1,HL-60,K-562,MALME-3M,NCI-H226,SK-MEL-28	0	0	none
chr7_6075990_6082060	no	0	0	none	1	1	chr7_6079570_6082603:MALME-3M
chr7_6221810_6324100	yes	1	11	chr7_6244513_6250370:HS_578T,M14,MALME-3M,MDA-MB-468,NCI_ADR-RES,NCI-H226,OVCAR-3,OVCAR-8,SF-268,SF-539,SK-MEL-28	0	0	none
chr7_63633441_63696502	yes	4	2	chr7_63660831_63663572:MOLT-4|chr7_63663650_63669141:MOLT-4|chr7_63681777_63684114:MOLT-4|chr7_63684279_63693308:MOLT-4,RPMI-8226	0	0	none
chr7_6366909_6411739	no	0	0	none	1	4	chr7_6372672_6374419:KM12,MDA-MB-231,SK-MEL-5,UACC-62
chr7_6422908_6462647	yes	3	9	chr7_6422848_6426307:A498,HL-60|chr7_6432865_6437286:BT-549,HCT-116,HL-60,IGROV1,M14,MDA-MB-468,MOLT-4,OVCAR-5,RPMI-8226,SW-620,UACC-257|chr7_6437222_6439952:HL-60,IGROV1,M14,MDA-MB-435,MOLT-4,NCI_ADR-RES,OVCAR-5,RPMI-8226,UACC-257	0	0	none
chr7_64539470_64599290	yes	2	9	chr7_64568997_64570387:NCI_ADR-RES,NCI-H23,OVCAR-8,RPMI-8226,RXF_393|chr7_64574622_64576451:A498,MDA-MB-231,NCI_ADR-RES,NCI-H23,NCI-H522,RPMI-8226,RXF_393,SF-268,UO-31	1	1	chr7_64554425_64564651:MALME-3M
chr7_64665303_64694363	yes	1	8	chr7_64683900_64690843:CCRF-CEM,COLO_205,HL-60,MCF7,MDA-MB-468,MOLT-4,NCI-H322M,T-47D	1	3	chr7_64664890_64668082:MDA-MB-231,OVCAR-5,OVCAR-8
chr7_64990089_65007238	yes	1	2	chr7_64990688_64991438:NCI-H322M,SK-OV-3	0	0	none
chr7_65231301_65252848	yes	1	3	chr7_65231301_65238239:NCI-H226,SR,X786-0	0	0	none
chr7_65437609_65476694	yes	2	4	chr7_65447138_65450918:A498,CAKI-1,HOP-62,NCI-H226,PC-3,RPMI-8226,RXF_393,SF-268,SF-295,SNB-19,TK-10,U251|chr7_65462560_65464067:CAKI-1,SF-295,SNB-19,SR	0	0	none
chr7_65793481_65801648	yes	1	9	chr7_65793481_65801100:LOX_IMVI,NCI_ADR-RES,NCI-H226,OVCAR-8,SF-295,SNB-19,SR,U251,UO-31	0	0	none
chr7_66099544_66152812	yes	2	5	chr7_66122602_66126771:CAKI-1,CCRF-CEM,IGROV1,NCI_ADR-RES,NCI-H460,OVCAR-3,OVCAR-4,OVCAR-8,SK-MEL-28,SR|chr7_66151680_66153491:HCT-116,NCI_ADR-RES,SF-295,SF-539,SR	1	11	chr7_66098187_66101310:BT-549,HOP-62,MALME-3M,MDA-MB-231,MDA-MB-435,SF-268,SK-MEL-5,SNB-75,SW-620,U251,UACC-257
chr7_66237906_66332022	yes	8	6	chr7_66236805_66239692:ACHN,CAKI-1,HCT-15,IGROV1,RXF_393,SW-620,TK-10,UO-31,X786-0|chr7_66249055_66253286:A498,CAKI-1,EKVX,HOP-62,HS_578T,LOX_IMVI,RXF_393,SF-295,SK-OV-3,SNB-19,TK-10,X786-0|chr7_66253625_66256895:CAKI-1,HL-60,LOX_IMVI,RXF_393,SF-295,SF-539,SK-MEL-5,SNB-19,SNB-75,UACC-62|chr7_66257002_66260142:CAKI-1,M14,NCI-H522,RPMI-8226,RXF_393,SK-MEL-2,SK-MEL-5,SNB-19,SNB-75,UACC-62|chr7_66266609_66268519:CAKI-1,RXF_393,SF-539,SNB-75,SR|chr7_66294927_66298250:HL-60,M14,MALME-3M,NCI-H226,RPMI-8226,SF-539,SK-MEL-2,SK-MEL-28,UACC-257|chr7_66301181_66307924:HCT-15,HL-60,NCI-H322M,OVCAR-3,OVCAR-5,RPMI-8226,SF-539|chr7_66325334_66327080:HOP-62,NCI-H226,SF-268,SF-295,SF-539,SN12C	0	0	none
chr7_66352044_66358979	no	0	0	none	0	0	none
chr7_66489037_66494456	yes	1	9	chr7_66488987_66491556:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	1	1	chr7_66492119_66495058:MDA-MB-231
chr7_66577537_66593463	no	0	0	none	0	0	none
chr7_66627690_66685145	yes	2	2	chr7_66649901_66651842:NCI-H322M|chr7_66685118_66685639:NCI_ADR-RES,PC-3	1	1	chr7_66626008_66628779:CCRF-CEM
chr7_66738383_66782805	yes	2	9	chr7_66746768_66753227:EKVX,MCF7,NCI_ADR-RES,NCI-H322M,NCI-H522|chr7_66778007_66780793:DU-145,HCT-15,LOX_IMVI,NCI_ADR-RES,NCI-H226,NCI-H522,OVCAR-8,SN12C,UO-31	0	0	none
chr7_66843958_66850526	no	0	0	none	0	0	none
chr7_66859018_66887557	yes	1	2	chr7_66857954_66862031:RPMI-8226,SR	0	0	none
chr7_66993669_66997536	no	0	0	none	0	0	none
chr7_67094_120179	yes	2	2	chr7_113644_117056:HL-60,SF-539,SNB-19,SNB-75|chr7_118206_120501:HL-60,SNB-75	0	0	none
chr7_67878430_67903296	yes	2	3	chr7_67887665_67891077:NCI-H322M,OVCAR-3|chr7_67891230_67898846:NCI-H322M,OVCAR-3,OVCAR-4	0	0	none
chr7_67964411_68033927	yes	3	1	chr7_67985464_67997510:MDA-MB-435,RPMI-8226|chr7_68004841_68018848:RPMI-8226|chr7_68018644_68022612:RPMI-8226	0	0	none
chr7_68102003_68188327	yes	5	1	chr7_68106452_68109194:RPMI-8226,SNB-19,U251,X786-0|chr7_68121809_68126750:MOLT-4,RPMI-8226|chr7_68128956_68134494:RPMI-8226|chr7_68144621_68149383:NCI-H322M,RPMI-8226|chr7_68182202_68184526:RPMI-8226	0	0	none
chr7_68221923_68270111	yes	4	7	chr7_68221923_68226532:M14,MALME-3M,MDA-MB-435,RPMI-8226,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr7_68244085_68249319:IGROV1,NCI-H226,NCI-H322M,OVCAR-3,RPMI-8226,SF-268,SN12C,SNB-19,SNB-75,U251,X786-0|chr7_68254640_68259712:IGROV1,RPMI-8226,X786-0|chr7_68268615_68270420:BT-549,IGROV1,NCI-H226,OVCAR-3,RPMI-8226,SNB-75,X786-0	0	0	none
chr7_68678647_68725590	yes	3	6	chr7_68683335_68684775:RPMI-8226,SNB-19,U251|chr7_68684803_68686973:OVCAR-3,SNB-19,SNB-75,U251|chr7_68694721_68695982:BT-549,NCI-H322M,SNB-19,SNB-75,U251,X786-0	0	0	none
chr7_69597526_69685347	yes	8	6	chr7_69602240_69604055:RPMI-8226|chr7_69615954_69617518:RPMI-8226|chr7_69617650_69621362:OVCAR-3,RPMI-8226,SF-295,SF-539|chr7_69621525_69626272:RPMI-8226,SF-539|chr7_69646126_69647653:HOP-62,MALME-3M,T-47D|chr7_69651118_69666089:HL-60,MDA-MB-468,NCI-H226,RPMI-8226,T-47D|chr7_69669633_69671973:OVCAR-3,RPMI-8226,T-47D|chr7_69683326_69685800:MALME-3M,RPMI-8226,SK-MEL-2,SR,T-47D,UACC-257	0	0	none
chr7_69888838_69969497	yes	13	4	chr7_69888838_69891275:MOLT-4,RPMI-8226|chr7_69895417_69898027:M14,RPMI-8226,SK-MEL-2,SK-MEL-28,SW-620|chr7_69898445_69899550:M14,RPMI-8226,SK-MEL-2|chr7_69899920_69901400:RPMI-8226|chr7_69920203_69924146:RPMI-8226|chr7_69928953_69930775:RPMI-8226|chr7_69933992_69936199:M14,MDA-MB-435,RPMI-8226,SK-MEL-2,SK-MEL-28,UACC-257|chr7_69936387_69937447:OVCAR-3,RPMI-8226|chr7_69937620_69939189:M14,MALME-3M,MDA-MB-468,SK-MEL-28,UACC-257|chr7_69940888_69942462:MDA-MB-468|chr7_69951123_69953970:MOLT-4,RPMI-8226|chr7_69962678_69963837:MOLT-4,RPMI-8226|chr7_69967018_69968686:MDA-MB-468,NCI-H322M,OVCAR-3,T-47D	0	0	none
chr7_6989418_6992833	no	0	0	none	0	0	none
chr7_70694734_70753919	yes	1	9	chr7_70715365_70731169:COLO_205,IGROV1,M14,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4,RPMI-8226,T-47D	0	0	none
chr7_71270816_71315163	yes	4	1	chr7_71271202_71275180:OVCAR-3,SNB-19,U251|chr7_71285380_71287435:SNB-19|chr7_71302280_71310277:NCI-H522,OVCAR-3,SK-OV-3,SNB-19,U251|chr7_71312228_71315163:SNB-19	0	0	none
chr7_7133621_7202465	yes	1	9	chr7_7147417_7150771:K-562,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	2	1	chr7_7174198_7179452:CCRF-CEM,HL-60,K-562,MCF7,MOLT-4,NCI-H522,RPMI-8226|chr7_7180641_7182454:MDA-MB-231
chr7_71593987_71638695	yes	5	5	chr7_71593987_71596390:RXF_393,X786-0|chr7_71597357_71599426:RXF_393|chr7_71611011_71612095:RXF_393,X786-0|chr7_71612327_71615810:RXF_393,X786-0|chr7_71625564_71627083:OVCAR-3,RXF_393,SNB-19,U251,X786-0	0	0	none
chr7_72527772_72555812	yes	1	12	chr7_72538123_72547440:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-19,SNB-75,SW-620,U251,UACC-257,UACC-62	0	0	none
chr7_72816770_72830899	yes	1	6	chr7_72824245_72824979:ACHN,DU-145,IGROV1,NCI_ADR-RES,OVCAR-8,RPMI-8226	1	12	chr7_72827007_72828215:COLO_205,HS_578T,MDA-MB-231,MDA-MB-435,MDA-MB-468,NCI-H226,OVCAR-5,RXF_393,SK-MEL-28,SK-OV-3,SNB-75,UACC-62
